"Date","Price","Open","High","Low","Change %"
"Feb 14, 2018","9,354.300","9,354.300","9,354.300","9,354.300","0.00%"
"Feb 13, 2018","9,354.300","9,354.300","9,354.300","9,354.300","0.00%"
"Feb 12, 2018","9,354.300","9,354.300","9,354.300","9,354.300","0.03%"
"Feb 09, 2018","9,351.910","9,351.910","9,351.910","9,351.910","0.05%"
"Feb 08, 2018","9,347.010","9,347.010","9,347.010","9,347.010","0.00%"
"Feb 07, 2018","9,347.010","9,347.010","9,347.010","9,347.010","0.03%"
"Feb 06, 2018","9,344.560","9,344.560","9,344.560","9,344.560","0.03%"
"Feb 05, 2018","9,342.080","9,342.080","9,342.080","9,342.080","0.03%"
"Feb 02, 2018","9,339.600","9,339.600","9,339.600","9,339.600","0.03%"
"Feb 01, 2018","9,337.130","9,337.130","9,337.130","9,337.130","0.03%"
"Jan 31, 2018","9,334.660","9,334.660","9,334.660","9,334.660","0.03%"
"Jan 30, 2018","9,332.190","9,332.190","9,332.190","9,332.190","0.03%"
"Jan 29, 2018","9,329.720","9,329.720","9,329.720","9,329.720","0.03%"
"Jan 26, 2018","9,327.250","9,327.250","9,327.250","9,327.250","0.03%"
"Jan 25, 2018","9,324.780","9,324.780","9,324.780","9,324.780","0.03%"
"Jan 24, 2018","9,322.310","9,322.310","9,322.310","9,322.310","0.03%"
"Jan 23, 2018","9,319.840","9,319.840","9,319.840","9,319.840","0.03%"
"Jan 22, 2018","9,317.370","9,317.370","9,317.370","9,317.370","0.03%"
"Jan 19, 2018","9,314.900","9,314.900","9,314.900","9,314.900","0.03%"
"Jan 18, 2018","9,312.430","9,312.430","9,312.430","9,312.430","0.03%"
"Jan 17, 2018","9,309.970","9,309.970","9,309.970","9,309.970","0.03%"
"Jan 16, 2018","9,307.500","9,307.500","9,307.500","9,307.500","0.03%"
"Jan 15, 2018","9,305.040","9,305.040","9,305.040","9,305.040","0.03%"
"Jan 12, 2018","9,302.580","9,302.580","9,302.580","9,302.580","0.03%"
"Jan 11, 2018","9,300.110","9,300.110","9,300.110","9,300.110","0.03%"
"Jan 10, 2018","9,297.650","9,297.650","9,297.650","9,297.650","0.03%"
"Jan 09, 2018","9,295.190","9,295.190","9,295.190","9,295.190","0.03%"
"Jan 08, 2018","9,292.700","9,292.700","9,292.700","9,292.700","0.03%"
"Jan 05, 2018","9,290.240","9,290.240","9,290.240","9,290.240","0.03%"
"Jan 04, 2018","9,287.780","9,287.780","9,287.780","9,287.780","0.03%"
"Jan 03, 2018","9,285.320","9,285.320","9,285.320","9,285.320","0.03%"
"Jan 02, 2018","9,282.860","9,282.860","9,282.860","9,282.860","0.03%"
"Jan 01, 2018","9,280.410","9,280.410","9,280.410","9,280.410","0.00%"
"Dec 29, 2017","9,280.410","9,280.410","9,280.410","9,280.410","0.03%"
"Dec 28, 2017","9,277.940","9,277.940","9,277.940","9,277.940","0.03%"
"Dec 27, 2017","9,275.480","9,275.480","9,275.480","9,275.480","0.05%"
"Dec 26, 2017","9,270.570","9,270.570","9,270.570","9,270.570","0.00%"
"Dec 25, 2017","9,270.570","9,270.570","9,270.570","9,270.570","0.00%"
"Dec 22, 2017","9,270.570","9,270.570","9,270.570","9,270.570","0.03%"
"Dec 21, 2017","9,268.120","9,268.120","9,268.120","9,268.120","0.03%"
"Dec 20, 2017","9,265.660","9,265.660","9,265.660","9,265.660","0.03%"
"Dec 19, 2017","9,263.210","9,263.210","9,263.210","9,263.210","0.03%"
"Dec 18, 2017","9,260.760","9,260.760","9,260.760","9,260.760","0.03%"
"Dec 15, 2017","9,258.280","9,258.280","9,258.280","9,258.280","0.03%"
"Dec 14, 2017","9,255.830","9,255.830","9,255.830","9,255.830","0.03%"
"Dec 13, 2017","9,253.380","9,253.380","9,253.380","9,253.380","0.03%"
"Dec 12, 2017","9,250.930","9,250.930","9,250.930","9,250.930","0.03%"
"Dec 11, 2017","9,248.480","9,248.480","9,248.480","9,248.480","0.03%"
"Dec 08, 2017","9,246.000","9,246.000","9,246.000","9,246.000","0.03%"
"Dec 07, 2017","9,243.360","9,243.360","9,243.360","9,243.360","0.03%"
"Dec 06, 2017","9,240.740","9,240.740","9,240.740","9,240.740","0.03%"
"Dec 05, 2017","9,238.120","9,238.120","9,238.120","9,238.120","0.03%"
"Dec 04, 2017","9,235.500","9,235.500","9,235.500","9,235.500","0.03%"
"Dec 01, 2017","9,232.910","9,232.910","9,232.910","9,232.910","0.03%"
"Nov 30, 2017","9,230.290","9,230.290","9,230.290","9,230.290","0.03%"
"Nov 29, 2017","9,227.710","9,227.710","9,227.710","9,227.710","0.03%"
"Nov 28, 2017","9,225.040","9,225.040","9,225.040","9,225.040","0.11%"
"Nov 27, 2017","9,214.590","9,214.590","9,214.590","9,214.590","0.00%"
"Nov 24, 2017","9,214.590","9,214.590","9,214.590","9,214.590","0.00%"
"Nov 23, 2017","9,214.590","9,214.590","9,214.590","9,214.590","0.00%"
"Nov 22, 2017","9,214.590","9,214.590","9,214.590","9,214.590","0.03%"
"Nov 21, 2017","9,211.980","9,211.980","9,211.980","9,211.980","0.03%"
"Nov 20, 2017","9,209.370","9,209.370","9,209.370","9,209.370","0.06%"
"Nov 17, 2017","9,204.140","9,204.140","9,204.140","9,204.140","0.00%"
"Nov 16, 2017","9,204.140","9,204.140","9,204.140","9,204.140","0.00%"
"Nov 15, 2017","9,204.140","9,204.140","9,204.140","9,204.140","0.03%"
"Nov 14, 2017","9,201.540","9,201.540","9,201.540","9,201.540","0.03%"
"Nov 13, 2017","9,198.930","9,198.930","9,198.930","9,198.930","0.03%"
"Nov 10, 2017","9,196.320","9,196.320","9,196.320","9,196.320","0.03%"
"Nov 09, 2017","9,193.720","9,193.720","9,193.720","9,193.720","0.03%"
"Nov 08, 2017","9,191.140","9,191.140","9,191.140","9,191.140","0.03%"
"Nov 07, 2017","9,188.510","9,188.510","9,188.510","9,188.510","0.03%"
"Nov 06, 2017","9,185.880","9,185.880","9,185.880","9,185.880","0.03%"
"Nov 03, 2017","9,183.280","9,183.280","9,183.280","9,183.280","0.00%"
"Nov 02, 2017","9,183.280","9,183.280","9,183.280","9,183.280","0.03%"
"Nov 01, 2017","9,180.680","9,180.680","9,180.680","9,180.680","0.03%"
"Oct 31, 2017","9,178.050","9,178.050","9,178.050","9,178.050","0.03%"
"Oct 30, 2017","9,175.440","9,175.440","9,175.440","9,175.440","0.03%"
"Oct 27, 2017","9,172.830","9,172.830","9,172.830","9,172.830","0.03%"
"Oct 26, 2017","9,169.950","9,169.950","9,169.950","9,169.950","0.03%"
"Oct 25, 2017","9,167.070","9,167.070","9,167.070","9,167.070","0.06%"
"Oct 24, 2017","9,161.290","9,161.290","9,161.290","9,161.290","0.00%"
"Oct 23, 2017","9,161.290","9,161.290","9,161.290","9,161.290","0.03%"
"Oct 20, 2017","9,158.380","9,158.380","9,158.380","9,158.380","0.03%"
"Oct 19, 2017","9,155.480","9,155.480","9,155.480","9,155.480","0.03%"
"Oct 18, 2017","9,152.640","9,152.640","9,152.640","9,152.640","0.03%"
"Oct 17, 2017","9,149.710","9,149.710","9,149.710","9,149.710","0.03%"
"Oct 16, 2017","9,146.810","9,146.810","9,146.810","9,146.810","0.03%"
"Oct 13, 2017","9,143.910","9,143.910","9,143.910","9,143.910","0.00%"
"Oct 12, 2017","9,143.910","9,143.910","9,143.910","9,143.910","0.03%"
"Oct 11, 2017","9,140.970","9,140.970","9,140.970","9,140.970","0.03%"
"Oct 10, 2017","9,138.040","9,138.040","9,138.040","9,138.040","0.03%"
"Oct 09, 2017","9,135.120","9,135.120","9,135.120","9,135.120","0.03%"
"Oct 06, 2017","9,132.140","9,132.140","9,132.140","9,132.140","0.03%"
"Oct 05, 2017","9,129.220","9,129.220","9,129.220","9,129.220","0.03%"
"Oct 04, 2017","9,126.330","9,126.330","9,126.330","9,126.330","0.03%"
"Oct 03, 2017","9,123.440","9,123.440","9,123.440","9,123.440","0.03%"
"Oct 02, 2017","9,120.580","9,120.580","9,120.580","9,120.580","0.03%"
"Sep 29, 2017","9,117.660","9,117.660","9,117.660","9,117.660","0.03%"
"Sep 28, 2017","9,114.800","9,114.800","9,114.800","9,114.800","0.03%"
"Sep 27, 2017","9,111.880","9,111.880","9,111.880","9,111.880","0.03%"
"Sep 26, 2017","9,108.940","9,108.940","9,108.940","9,108.940","0.03%"
"Sep 25, 2017","9,106.030","9,106.030","9,106.030","9,106.030","0.03%"
"Sep 22, 2017","9,103.060","9,103.060","9,103.060","9,103.060","0.03%"
"Sep 21, 2017","9,100.150","9,100.150","9,100.150","9,100.150","0.03%"
"Sep 20, 2017","9,097.250","9,097.250","9,097.250","9,097.250","0.03%"
"Sep 19, 2017","9,094.370","9,094.370","9,094.370","9,094.370","0.03%"
"Sep 18, 2017","9,091.540","9,091.540","9,091.540","9,091.540","0.03%"
"Sep 15, 2017","9,088.690","9,088.690","9,088.690","9,088.690","0.03%"
"Sep 14, 2017","9,085.860","9,085.860","9,085.860","9,085.860","0.03%"
"Sep 13, 2017","9,083.030","9,083.030","9,083.030","9,083.030","0.03%"
"Sep 12, 2017","9,080.200","9,080.200","9,080.200","9,080.200","0.03%"
"Sep 11, 2017","9,077.350","9,077.350","9,077.350","9,077.350","0.04%"
"Sep 08, 2017","9,074.170","9,074.170","9,074.170","9,074.170","0.00%"
"Sep 07, 2017","9,074.170","9,074.170","9,074.170","9,074.170","0.03%"
"Sep 06, 2017","9,071.010","9,071.010","9,071.010","9,071.010","0.03%"
"Sep 05, 2017","9,067.860","9,067.860","9,067.860","9,067.860","0.04%"
"Sep 04, 2017","9,064.680","9,064.680","9,064.680","9,064.680","0.03%"
"Sep 01, 2017","9,061.520","9,061.520","9,061.520","9,061.520","0.03%"
"Aug 31, 2017","9,058.350","9,058.350","9,058.350","9,058.350","0.04%"
"Aug 30, 2017","9,055.160","9,055.160","9,055.160","9,055.160","0.04%"
"Aug 29, 2017","9,051.990","9,051.990","9,051.990","9,051.990","0.03%"
"Aug 28, 2017","9,048.870","9,048.870","9,048.870","9,048.870","0.03%"
"Aug 25, 2017","9,045.720","9,045.720","9,045.720","9,045.720","0.04%"
"Aug 24, 2017","9,042.550","9,042.550","9,042.550","9,042.550","0.04%"
"Aug 23, 2017","9,039.370","9,039.370","9,039.370","9,039.370","0.03%"
"Aug 22, 2017","9,036.230","9,036.230","9,036.230","9,036.230","0.03%"
"Aug 21, 2017","9,033.100","9,033.100","9,033.100","9,033.100","0.03%"
"Aug 18, 2017","9,029.950","9,029.950","9,029.950","9,029.950","0.03%"
"Aug 17, 2017","9,026.810","9,026.810","9,026.810","9,026.810","0.03%"
"Aug 16, 2017","9,023.670","9,023.670","9,023.670","9,023.670","0.03%"
"Aug 15, 2017","9,020.530","9,020.530","9,020.530","9,020.530","0.03%"
"Aug 14, 2017","9,017.390","9,017.390","9,017.390","9,017.390","0.03%"
"Aug 11, 2017","9,014.260","9,014.260","9,014.260","9,014.260","0.03%"
"Aug 10, 2017","9,011.130","9,011.130","9,011.130","9,011.130","0.04%"
"Aug 09, 2017","9,007.960","9,007.960","9,007.960","9,007.960","0.03%"
"Aug 08, 2017","9,004.830","9,004.830","9,004.830","9,004.830","0.03%"
"Aug 07, 2017","9,001.690","9,001.690","9,001.690","9,001.690","0.14%"
"Aug 04, 2017","8,989.130","8,989.130","8,989.130","8,989.130","0.00%"
"Aug 03, 2017","8,989.130","8,989.130","8,989.130","8,989.130","0.00%"
"Aug 02, 2017","8,989.130","8,989.130","8,989.130","8,989.130","0.00%"
"Aug 01, 2017","8,989.130","8,989.130","8,989.130","8,989.130","0.03%"
"Jul 31, 2017","8,986.000","8,986.000","8,986.000","8,986.000","0.04%"
"Jul 28, 2017","8,982.850","8,982.850","8,982.850","8,982.850","0.04%"
"Jul 27, 2017","8,979.370","8,979.370","8,979.370","8,979.370","0.04%"
"Jul 26, 2017","8,975.900","8,975.900","8,975.900","8,975.900","0.04%"
"Jul 25, 2017","8,972.420","8,972.420","8,972.420","8,972.420","0.04%"
"Jul 24, 2017","8,968.920","8,968.920","8,968.920","8,968.920","0.04%"
"Jul 21, 2017","8,965.420","8,965.420","8,965.420","8,965.420","0.04%"
"Jul 20, 2017","8,961.950","8,961.950","8,961.950","8,961.950","0.04%"
"Jul 19, 2017","8,958.480","8,958.480","8,958.480","8,958.480","0.04%"
"Jul 18, 2017","8,954.980","8,954.980","8,954.980","8,954.980","0.04%"
"Jul 17, 2017","8,951.460","8,951.460","8,951.460","8,951.460","0.04%"
"Jul 14, 2017","8,947.860","8,947.860","8,947.860","8,947.860","0.04%"
"Jul 13, 2017","8,944.360","8,944.360","8,944.360","8,944.360","0.04%"
"Jul 12, 2017","8,940.870","8,940.870","8,940.870","8,940.870","0.04%"
"Jul 11, 2017","8,937.390","8,937.390","8,937.390","8,937.390","0.04%"
"Jul 10, 2017","8,933.840","8,933.840","8,933.840","8,933.840","0.04%"
"Jul 07, 2017","8,930.290","8,930.290","8,930.290","8,930.290","0.04%"
"Jul 06, 2017","8,926.810","8,926.810","8,926.810","8,926.810","0.04%"
"Jul 05, 2017","8,923.260","8,923.260","8,923.260","8,923.260","0.12%"
"Jul 04, 2017","8,912.760","8,912.760","8,912.760","8,912.760","0.00%"
"Jul 03, 2017","8,912.760","8,912.760","8,912.760","8,912.760","0.00%"
"Jun 30, 2017","8,912.760","8,912.760","8,912.760","8,912.760","0.04%"
"Jun 29, 2017","8,909.140","8,909.140","8,909.140","8,909.140","0.04%"
"Jun 28, 2017","8,905.570","8,905.570","8,905.570","8,905.570","0.04%"
"Jun 27, 2017","8,902.100","8,902.100","8,902.100","8,902.100","0.04%"
"Jun 26, 2017","8,898.570","8,898.570","8,898.570","8,898.570","0.04%"
"Jun 23, 2017","8,895.030","8,895.030","8,895.030","8,895.030","0.04%"
"Jun 22, 2017","8,891.390","8,891.390","8,891.390","8,891.390","0.04%"
"Jun 21, 2017","8,887.740","8,887.740","8,887.740","8,887.740","0.04%"
"Jun 20, 2017","8,883.960","8,883.960","8,883.960","8,883.960","0.04%"
"Jun 19, 2017","8,880.260","8,880.260","8,880.260","8,880.260","0.04%"
"Jun 16, 2017","8,876.540","8,876.540","8,876.540","8,876.540","0.00%"
"Jun 15, 2017","8,876.540","8,876.540","8,876.540","8,876.540","0.04%"
"Jun 14, 2017","8,873.010","8,873.010","8,873.010","8,873.010","0.04%"
"Jun 13, 2017","8,869.430","8,869.430","8,869.430","8,869.430","0.04%"
"Jun 12, 2017","8,865.930","8,865.930","8,865.930","8,865.930","0.04%"
"Jun 09, 2017","8,862.230","8,862.230","8,862.230","8,862.230","0.04%"
"Jun 08, 2017","8,858.740","8,858.740","8,858.740","8,858.740","0.04%"
"Jun 07, 2017","8,855.250","8,855.250","8,855.250","8,855.250","0.04%"
"Jun 06, 2017","8,851.680","8,851.680","8,851.680","8,851.680","0.04%"
"Jun 05, 2017","8,847.980","8,847.980","8,847.980","8,847.980","0.08%"
"Jun 02, 2017","8,840.510","8,840.510","8,840.510","8,840.510","0.00%"
"Jun 01, 2017","8,840.510","8,840.510","8,840.510","8,840.510","0.04%"
"May 31, 2017","8,836.630","8,836.630","8,836.630","8,836.630","0.04%"
"May 30, 2017","8,832.760","8,832.760","8,832.760","8,832.760","0.04%"
"May 29, 2017","8,828.820","8,828.820","8,828.820","8,828.820","0.04%"
"May 26, 2017","8,825.050","8,825.050","8,825.050","8,825.050","0.04%"
"May 25, 2017","8,821.250","8,821.250","8,821.250","8,821.250","0.04%"
"May 24, 2017","8,817.490","8,817.490","8,817.490","8,817.490","0.04%"
"May 23, 2017","8,813.780","8,813.780","8,813.780","8,813.780","0.04%"
"May 22, 2017","8,810.070","8,810.070","8,810.070","8,810.070","0.04%"
"May 19, 2017","8,806.340","8,806.340","8,806.340","8,806.340","0.04%"
"May 18, 2017","8,802.630","8,802.630","8,802.630","8,802.630","0.04%"
"May 17, 2017","8,798.870","8,798.870","8,798.870","8,798.870","0.04%"
"May 16, 2017","8,795.170","8,795.170","8,795.170","8,795.170","0.04%"
"May 15, 2017","8,791.470","8,791.470","8,791.470","8,791.470","0.04%"
"May 12, 2017","8,787.750","8,787.750","8,787.750","8,787.750","0.04%"
"May 11, 2017","8,784.050","8,784.050","8,784.050","8,784.050","0.04%"
"May 10, 2017","8,780.350","8,780.350","8,780.350","8,780.350","0.04%"
"May 09, 2017","8,776.660","8,776.660","8,776.660","8,776.660","0.04%"
"May 08, 2017","8,772.970","8,772.970","8,772.970","8,772.970","0.04%"
"May 05, 2017","8,769.280","8,769.280","8,769.280","8,769.280","0.04%"
"May 04, 2017","8,765.580","8,765.580","8,765.580","8,765.580","0.04%"
"May 03, 2017","8,761.900","8,761.900","8,761.900","8,761.900","0.04%"
"May 02, 2017","8,758.220","8,758.220","8,758.220","8,758.220","0.00%"
"May 01, 2017","8,758.220","8,758.220","8,758.220","8,758.220","0.04%"
"Apr 28, 2017","8,754.530","8,754.530","8,754.530","8,754.530","0.04%"
"Apr 27, 2017","8,750.850","8,750.850","8,750.850","8,750.850","0.04%"
"Apr 26, 2017","8,747.170","8,747.170","8,747.170","8,747.170","0.04%"
"Apr 25, 2017","8,743.490","8,743.490","8,743.490","8,743.490","0.04%"
"Apr 24, 2017","8,739.780","8,739.780","8,739.780","8,739.780","0.00%"
"Apr 21, 2017","8,739.780","8,739.780","8,739.780","8,739.780","0.04%"
"Apr 20, 2017","8,736.100","8,736.100","8,736.100","8,736.100","0.08%"
"Apr 19, 2017","8,728.750","8,728.750","8,728.750","8,728.750","0.00%"
"Apr 18, 2017","8,728.750","8,728.750","8,728.750","8,728.750","0.04%"
"Apr 17, 2017","8,725.080","8,725.080","8,725.080","8,725.080","0.05%"
"Apr 14, 2017","8,721.100","8,721.100","8,721.100","8,721.100","0.00%"
"Apr 13, 2017","8,721.100","8,721.100","8,721.100","8,721.100","0.05%"
"Apr 12, 2017","8,717.130","8,717.130","8,717.130","8,717.130","0.05%"
"Apr 11, 2017","8,713.120","8,713.120","8,713.120","8,713.120","0.05%"
"Apr 10, 2017","8,709.150","8,709.150","8,709.150","8,709.150","0.05%"
"Apr 07, 2017","8,705.180","8,705.180","8,705.180","8,705.180","0.05%"
"Apr 06, 2017","8,701.170","8,701.170","8,701.170","8,701.170","0.05%"
"Apr 05, 2017","8,697.170","8,697.170","8,697.170","8,697.170","0.05%"
"Apr 04, 2017","8,693.210","8,693.210","8,693.210","8,693.210","0.05%"
"Apr 03, 2017","8,689.210","8,689.210","8,689.210","8,689.210","0.05%"
"Mar 31, 2017","8,685.220","8,685.220","8,685.220","8,685.220","0.05%"
"Mar 30, 2017","8,681.220","8,681.220","8,681.220","8,681.220","0.05%"
"Mar 29, 2017","8,677.230","8,677.230","8,677.230","8,677.230","0.05%"
"Mar 28, 2017","8,673.250","8,673.250","8,673.250","8,673.250","0.05%"
"Mar 27, 2017","8,669.260","8,669.260","8,669.260","8,669.260","0.05%"
"Mar 24, 2017","8,665.270","8,665.270","8,665.270","8,665.270","0.05%"
"Mar 23, 2017","8,661.300","8,661.300","8,661.300","8,661.300","0.05%"
"Mar 22, 2017","8,657.370","8,657.370","8,657.370","8,657.370","0.05%"
"Mar 21, 2017","8,653.420","8,653.420","8,653.420","8,653.420","0.05%"
"Mar 20, 2017","8,649.450","8,649.450","8,649.450","8,649.450","0.09%"
"Mar 17, 2017","8,641.550","8,641.550","8,641.550","8,641.550","0.00%"
"Mar 16, 2017","8,641.550","8,641.550","8,641.550","8,641.550","0.05%"
"Mar 15, 2017","8,637.580","8,637.580","8,637.580","8,637.580","0.05%"
"Mar 14, 2017","8,633.640","8,633.640","8,633.640","8,633.640","0.05%"
"Mar 13, 2017","8,629.730","8,629.730","8,629.730","8,629.730","0.05%"
"Mar 10, 2017","8,625.800","8,625.800","8,625.800","8,625.800","0.05%"
"Mar 09, 2017","8,621.830","8,621.830","8,621.830","8,621.830","0.05%"
"Mar 08, 2017","8,617.900","8,617.900","8,617.900","8,617.900","0.05%"
"Mar 07, 2017","8,613.970","8,613.970","8,613.970","8,613.970","0.05%"
"Mar 06, 2017","8,610.030","8,610.030","8,610.030","8,610.030","0.05%"
"Mar 03, 2017","8,606.110","8,606.110","8,606.110","8,606.110","0.05%"
"Mar 02, 2017","8,602.210","8,602.210","8,602.210","8,602.210","0.05%"
"Mar 01, 2017","8,598.310","8,598.310","8,598.310","8,598.310","0.00%"
"Feb 28, 2017","8,598.310","8,598.310","8,598.310","8,598.310","0.00%"
"Feb 27, 2017","8,598.310","8,598.310","8,598.310","8,598.310","0.05%"
"Feb 24, 2017","8,594.370","8,594.370","8,594.370","8,594.370","0.05%"
"Feb 23, 2017","8,590.210","8,590.210","8,590.210","8,590.210","0.05%"
"Feb 22, 2017","8,586.040","8,586.040","8,586.040","8,586.040","0.05%"
"Feb 21, 2017","8,581.890","8,581.890","8,581.890","8,581.890","0.05%"
"Feb 20, 2017","8,577.750","8,577.750","8,577.750","8,577.750","0.05%"
"Feb 17, 2017","8,573.620","8,573.620","8,573.620","8,573.620","0.05%"
"Feb 16, 2017","8,569.450","8,569.450","8,569.450","8,569.450","0.05%"
"Feb 15, 2017","8,565.310","8,565.310","8,565.310","8,565.310","0.05%"
"Feb 14, 2017","8,561.150","8,561.150","8,561.150","8,561.150","0.05%"
"Feb 13, 2017","8,557.010","8,557.010","8,557.010","8,557.010","0.05%"
"Feb 10, 2017","8,552.920","8,552.920","8,552.920","8,552.920","0.05%"
"Feb 09, 2017","8,548.780","8,548.780","8,548.780","8,548.780","0.05%"
"Feb 08, 2017","8,544.690","8,544.690","8,544.690","8,544.690","0.05%"
"Feb 07, 2017","8,540.560","8,540.560","8,540.560","8,540.560","0.05%"
"Feb 06, 2017","8,536.410","8,536.410","8,536.410","8,536.410","0.05%"
"Feb 03, 2017","8,532.320","8,532.320","8,532.320","8,532.320","0.05%"
"Feb 02, 2017","8,528.200","8,528.200","8,528.200","8,528.200","0.05%"
"Feb 01, 2017","8,524.060","8,524.060","8,524.060","8,524.060","0.05%"
"Jan 31, 2017","8,519.940","8,519.940","8,519.940","8,519.940","0.05%"
"Jan 30, 2017","8,515.830","8,515.830","8,515.830","8,515.830","0.05%"
"Jan 27, 2017","8,511.720","8,511.720","8,511.720","8,511.720","0.05%"
"Jan 26, 2017","8,507.610","8,507.610","8,507.610","8,507.610","0.05%"
"Jan 25, 2017","8,503.510","8,503.510","8,503.510","8,503.510","0.05%"
"Jan 24, 2017","8,499.400","8,499.400","8,499.400","8,499.400","0.05%"
"Jan 23, 2017","8,495.300","8,495.300","8,495.300","8,495.300","0.05%"
"Jan 20, 2017","8,491.200","8,491.200","8,491.200","8,491.200","0.05%"
"Jan 19, 2017","8,487.100","8,487.100","8,487.100","8,487.100","0.05%"
"Jan 18, 2017","8,482.970","8,482.970","8,482.970","8,482.970","0.05%"
"Jan 17, 2017","8,478.880","8,478.880","8,478.880","8,478.880","0.05%"
"Jan 16, 2017","8,474.850","8,474.850","8,474.850","8,474.850","0.05%"
"Jan 13, 2017","8,470.790","8,470.790","8,470.790","8,470.790","0.05%"
"Jan 12, 2017","8,466.630","8,466.630","8,466.630","8,466.630","0.05%"
"Jan 11, 2017","8,462.510","8,462.510","8,462.510","8,462.510","0.05%"
"Jan 10, 2017","8,458.260","8,458.260","8,458.260","8,458.260","0.05%"
"Jan 09, 2017","8,454.110","8,454.110","8,454.110","8,454.110","0.05%"
"Jan 06, 2017","8,450.060","8,450.060","8,450.060","8,450.060","0.05%"
"Jan 05, 2017","8,445.840","8,445.840","8,445.840","8,445.840","0.05%"
"Jan 04, 2017","8,441.580","8,441.580","8,441.580","8,441.580","0.05%"
"Jan 03, 2017","8,437.350","8,437.350","8,437.350","8,437.350","0.10%"
"Jan 02, 2017","8,428.790","8,428.790","8,428.790","8,428.790","0.00%"
"Dec 30, 2016","8,428.790","8,428.790","8,428.790","8,428.790","0.05%"
"Dec 29, 2016","8,424.600","8,424.600","8,424.600","8,424.600","0.05%"
"Dec 28, 2016","8,420.460","8,420.460","8,420.460","8,420.460","0.25%"
"Dec 27, 2016","8,399.470","8,399.470","8,399.470","8,399.470","0.00%"
"Dec 26, 2016","8,399.470","8,399.470","8,399.470","8,399.470","0.00%"
"Dec 23, 2016","8,399.470","8,399.470","8,399.470","8,399.470","0.00%"
"Dec 22, 2016","8,399.470","8,399.470","8,399.470","8,399.470","0.00%"
"Dec 21, 2016","8,399.470","8,399.470","8,399.470","8,399.470","0.05%"
"Dec 20, 2016","8,395.410","8,395.410","8,395.410","8,395.410","0.05%"
"Dec 19, 2016","8,391.270","8,391.270","8,391.270","8,391.270","0.05%"
"Dec 16, 2016","8,387.150","8,387.150","8,387.150","8,387.150","0.05%"
"Dec 15, 2016","8,382.950","8,382.950","8,382.950","8,382.950","0.05%"
"Dec 14, 2016","8,378.750","8,378.750","8,378.750","8,378.750","0.05%"
"Dec 13, 2016","8,374.500","8,374.500","8,374.500","8,374.500","0.05%"
"Dec 12, 2016","8,370.500","8,370.500","8,370.500","8,370.500","0.10%"
"Dec 09, 2016","8,362.330","8,362.330","8,362.330","8,362.330","0.00%"
"Dec 08, 2016","8,362.330","8,362.330","8,362.330","8,362.330","0.05%"
"Dec 07, 2016","8,358.300","8,358.300","8,358.300","8,358.300","0.05%"
"Dec 06, 2016","8,354.150","8,354.150","8,354.150","8,354.150","0.05%"
"Dec 05, 2016","8,349.900","8,349.900","8,349.900","8,349.900","0.05%"
"Dec 02, 2016","8,345.680","8,345.680","8,345.680","8,345.680","0.05%"
"Dec 01, 2016","8,341.370","8,341.370","8,341.370","8,341.370","0.05%"
"Nov 30, 2016","8,337.050","8,337.050","8,337.050","8,337.050","0.05%"
"Nov 29, 2016","8,332.770","8,332.770","8,332.770","8,332.770","0.05%"
"Nov 28, 2016","8,328.540","8,328.540","8,328.540","8,328.540","0.05%"
"Nov 25, 2016","8,324.240","8,324.240","8,324.240","8,324.240","0.05%"
"Nov 24, 2016","8,320.040","8,320.040","8,320.040","8,320.040","0.05%"
"Nov 23, 2016","8,315.730","8,315.730","8,315.730","8,315.730","0.05%"
"Nov 22, 2016","8,311.430","8,311.430","8,311.430","8,311.430","0.05%"
"Nov 21, 2016","8,307.130","8,307.130","8,307.130","8,307.130","0.05%"
"Nov 18, 2016","8,302.830","8,302.830","8,302.830","8,302.830","0.10%"
"Nov 17, 2016","8,294.250","8,294.250","8,294.250","8,294.250","0.10%"
"Nov 16, 2016","8,285.670","8,285.670","8,285.670","8,285.670","0.00%"
"Nov 15, 2016","8,285.670","8,285.670","8,285.670","8,285.670","0.00%"
"Nov 14, 2016","8,285.670","8,285.670","8,285.670","8,285.670","0.00%"
"Nov 11, 2016","8,285.670","8,285.670","8,285.670","8,285.670","0.05%"
"Nov 10, 2016","8,281.390","8,281.390","8,281.390","8,281.390","0.05%"
"Nov 09, 2016","8,277.100","8,277.100","8,277.100","8,277.100","0.05%"
"Nov 08, 2016","8,272.850","8,272.850","8,272.850","8,272.850","0.05%"
"Nov 07, 2016","8,268.570","8,268.570","8,268.570","8,268.570","0.05%"
"Nov 04, 2016","8,264.300","8,264.300","8,264.300","8,264.300","0.05%"
"Nov 03, 2016","8,260.030","8,260.030","8,260.030","8,260.030","0.00%"
"Nov 02, 2016","8,260.030","8,260.030","8,260.030","8,260.030","0.05%"
"Nov 01, 2016","8,255.760","8,255.760","8,255.760","8,255.760","0.05%"
"Oct 31, 2016","8,251.490","8,251.490","8,251.490","8,251.490","0.05%"
"Oct 28, 2016","8,247.220","8,247.220","8,247.220","8,247.220","0.05%"
"Oct 27, 2016","8,242.950","8,242.950","8,242.950","8,242.950","0.05%"
"Oct 26, 2016","8,238.690","8,238.690","8,238.690","8,238.690","0.05%"
"Oct 25, 2016","8,234.430","8,234.430","8,234.430","8,234.430","0.05%"
